model_name,country,native_language,cultural_region,is_islamic,language_family,model_origin,d_english,d_native,d_diff,english_advantage_pct,ea_winsorized,log_ratio,internet_collectivity_index,colonial_power,colonial_history,gdp_per_capita,HDI,has_colonial_history,colony_CN,colony_ES,colony_FR,colony_IT,colony_JP,colony_PT,colony_RU,colony_UK,freedom_on_net
grok-4.1-fast,Kyrgyzstan,ru,African-Islamic,True,Slavic,US,2.353435911318401,1.6774249783091182,-0.6760109330092827,-40.30051666994472,-40.30051666994472,0.3386164837218447,45.2,RU,Russian,1739.72018344174,0.72,1,False,False,False,False,False,False,True,False,48.0
kimi-k2,Kyrgyzstan,ru,African-Islamic,True,Slavic,China,0.7334702043787085,0.49480529621847735,-0.23866490816023112,-48.234105411606286,-48.234105411606286,0.39362263138032105,45.2,RU,Russian,1739.72018344174,0.72,1,False,False,False,False,False,False,True,False,48.0
llama-3.2-3b-instruct,Kyrgyzstan,ru,African-Islamic,True,Slavic,US,5.826188309392966,3.9934236258552414,-1.8327646835377243,-45.894572057709375,-45.894572057709375,0.37771406568004917,45.2,RU,Russian,1739.72018344174,0.72,1,False,False,False,False,False,False,True,False,48.0
llama-3.3-70b-instruct,Kyrgyzstan,ru,African-Islamic,True,Slavic,US,0.8273207786128925,1.7006076448811362,0.8732868662682437,51.35146069093921,51.35146069093921,-0.720548402286558,45.2,RU,Russian,1739.72018344174,0.72,1,False,False,False,False,False,False,True,False,48.0
mistral-medium-3.1,Kyrgyzstan,ru,African-Islamic,True,Slavic,Europe,0.40310375869167087,0.40310375869167087,0.0,0.0,0.0,0.0,45.2,RU,Russian,1739.72018344174,0.72,1,False,False,False,False,False,False,True,False,48.0
mistral-nemo,Kyrgyzstan,ru,African-Islamic,True,Slavic,Europe,4.015642901121459,4.0823044103694475,0.06666150924798853,1.6329382267197383,1.6329382267197383,-0.01646417604359919,45.2,RU,Russian,1739.72018344174,0.72,1,False,False,False,False,False,False,True,False,48.0
phi-3-mini-128k-instruct,Kyrgyzstan,ru,African-Islamic,True,Slavic,US,3.3543710901362562,4.678947010576842,1.3245759204405854,28.309273805545526,28.309273805545526,-0.3328087885267636,45.2,RU,Russian,1739.72018344174,0.72,1,False,False,False,False,False,False,True,False,48.0
qwen3-max,Kyrgyzstan,ru,African-Islamic,True,Slavic,China,0.33625867072234594,1.5809728463653114,1.2447141756429656,78.73090157775883,78.73090157775883,-1.5479149449690381,45.2,RU,Russian,1739.72018344174,0.72,1,False,False,False,False,False,False,True,False,48.0
claude-3-7-sonnet-20250219,Lebanon,ar,African-Islamic,True,Semitic,US,0.6204467202028475,2.185993897287745,1.5655471770848974,71.61717967407586,71.61717967407586,-1.2593861419589665,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
claude-sonnet-4.5,Lebanon,ar,African-Islamic,True,Semitic,US,0.43712371232724867,1.097073955085577,0.6599502427583284,60.155492681151934,60.155492681151934,-0.9201856241577787,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
deepseek-chat,Lebanon,ar,African-Islamic,True,Semitic,China,0.7690521564343094,1.3030348724939786,0.5339827160596693,40.979925198597236,40.979925198597236,-0.5272925490833392,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
deepseek-chat-v3.1,Lebanon,ar,African-Islamic,True,Semitic,China,1.32360456631161,2.2752848474689986,0.9516802811573886,41.82686322620339,41.82686322620339,-0.5417465052662884,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
doubao-1-5-pro-32k-250115,Lebanon,ar,African-Islamic,True,Semitic,China,1.334527015478964,1.719408483621912,0.384881468142948,22.38452769130231,22.38452769130231,-0.25340339325218775,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
gemini-2.5-flash,Lebanon,ar,African-Islamic,True,Semitic,US,4.647233231473268,3.4341451714772453,-1.2130880599960228,-35.32430923629813,-35.32430923629813,0.30250400220232226,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
gemini-2.5-pro,Lebanon,ar,African-Islamic,True,Semitic,US,4.436139557663189,4.428563150928628,-0.007576406734560948,-0.17108047184496503,-0.17108047184496503,0.0017093429590099142,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
gemini-3-pro-preview,Lebanon,ar,African-Islamic,True,Semitic,US,2.341277512947979,0.7590089702952536,-1.5822685426527254,-208.4650649171149,-200.0,1.1264384091852617,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
gemma-3-4b-it,Lebanon,ar,African-Islamic,True,Semitic,US,2.7141522834146095,2.334888801703128,-0.3792634817114813,-16.24332094251498,-16.24332094251498,0.1505154025708795,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
gpt-4o,Lebanon,ar,African-Islamic,True,Semitic,US,0.3663683336768349,1.5969179417212813,1.2305496080444465,77.05778586957732,77.05778586957732,-1.4721915606174039,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
gpt-4o-mini,Lebanon,ar,African-Islamic,True,Semitic,US,1.618206020092535,2.352494868796279,0.734288848703744,31.21319661281403,31.21319661281403,-0.37415827067968266,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
gpt-5.1,Lebanon,ar,African-Islamic,True,Semitic,US,2.2489923035585084,0.46694477368468695,-1.7820475298738214,-381.63989197514434,-200.0,1.5720265367504278,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
grok-4.1-fast,Lebanon,ar,African-Islamic,True,Semitic,US,2.706512013518992,4.556575638308598,1.8500636247896054,40.60206110122534,40.60206110122534,-0.5209106588953323,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
kimi-k2,Lebanon,ar,African-Islamic,True,Semitic,China,1.1171102017194843,1.7766821675908817,0.6595719658713974,37.123801763922344,37.123801763922344,-0.4640025003171319,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
llama-3.2-3b-instruct,Lebanon,ar,African-Islamic,True,Semitic,US,3.8074422860321713,4.149870153460137,0.3424278674279657,8.25153209052701,8.25153209052701,-0.08611939772718817,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
llama-3.3-70b-instruct,Lebanon,ar,African-Islamic,True,Semitic,US,0.7791089909748254,0.8858110553919474,0.10670206441712193,12.045691207806067,12.045691207806067,-0.12835272462089103,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
mistral-medium-3.1,Lebanon,ar,African-Islamic,True,Semitic,Europe,2.185993897287745,3.510723966932348,1.3247300696446032,37.733814510120695,37.733814510120695,-0.47375167656991524,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
mistral-nemo,Lebanon,ar,African-Islamic,True,Semitic,Europe,3.176934899303774,3.191267503225968,0.014332603922194043,0.44911947706375577,0.44911947706375577,-0.004501310484996636,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
phi-3-mini-128k-instruct,Lebanon,ar,African-Islamic,True,Semitic,US,2.957468423813565,4.406707373256376,1.4492389494428108,32.88711563281959,32.88711563281959,-0.3987941430487945,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
qwen3-max,Lebanon,ar,African-Islamic,True,Semitic,China,0.8614188607859756,4.699338566602212,3.837919705816237,81.66935945181724,81.66935945181724,-1.696596179401566,,FR,French,3654.35845534878,0.752,1,False,False,True,False,False,False,False,False,50.0
claude-3-7-sonnet-20250219,Libya,ar,African-Islamic,True,Semitic,US,1.3132168908841257,0.5969839392891316,-0.7162329515949941,-119.9752463102877,-119.9752463102877,0.7883448372623639,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
claude-sonnet-4.5,Libya,ar,African-Islamic,True,Semitic,US,1.9524397732942333,0.8366232790125069,-1.1158164942817264,-133.37143757208864,-133.37143757208864,0.8474611509349563,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
deepseek-chat,Libya,ar,African-Islamic,True,Semitic,China,0.5969839392891316,2.928466840392281,2.3314829011031493,79.61445453112377,79.61445453112377,-1.5903440917292149,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
deepseek-chat-v3.1,Libya,ar,African-Islamic,True,Semitic,China,0.8366232790125069,2.180522979854822,1.3438997008423152,61.63198981428718,61.63198981428718,-0.9579461416688563,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
doubao-1-5-pro-32k-250115,Libya,ar,African-Islamic,True,Semitic,China,1.7043908221668411,1.6954078361042004,-0.008982986062640697,-0.5298421932083485,-0.5298421932083485,0.005284434679754547,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
gemini-2.5-flash,Libya,ar,African-Islamic,True,Semitic,US,1.5779528982992481,2.180522979854822,0.6025700815555739,27.634200011764733,27.634200011764733,-0.3234363740541456,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
gemini-2.5-pro,Libya,ar,African-Islamic,True,Semitic,US,4.381281051006619,3.173919726219409,-1.2073613247872097,-38.040071234736274,-38.040071234736274,0.32237382828574124,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
gemini-3-pro-preview,Libya,ar,African-Islamic,True,Semitic,US,2.180522979854822,0.8366232790125069,-1.3438997008423152,-160.63379235975395,-160.63379235975395,0.9579461416688563,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
gemma-3-4b-it,Libya,ar,African-Islamic,True,Semitic,US,3.4468598593484687,0.5638700903706042,-2.8829897689778647,-511.28616647905847,-200.0,1.8103950211145288,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
gpt-4o,Libya,ar,African-Islamic,True,Semitic,US,0.5969839392891316,0.3726863645262399,-0.22429757476289175,-60.184003524792104,-60.184003524792104,0.47115299050690207,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
gpt-4o-mini,Libya,ar,African-Islamic,True,Semitic,US,2.1085199119160696,1.2236587604238123,-0.8848611514922573,-72.31273784088197,-72.31273784088197,0.5441408830830062,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
gpt-5.1,Libya,ar,African-Islamic,True,Semitic,US,0.5969839392891316,0.5969839392891316,0.0,0.0,0.0,0.0,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
grok-4.1-fast,Libya,ar,African-Islamic,True,Semitic,US,3.794236658728504,2.928466840392281,-0.865769818336223,-29.56392766326319,-29.56392766326319,0.2590042232558372,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
kimi-k2,Libya,ar,African-Islamic,True,Semitic,China,0.5969839392891316,1.5676409413709629,0.9706570020818313,61.918324309197615,61.918324309197615,-0.965436972547739,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
llama-3.2-3b-instruct,Libya,ar,African-Islamic,True,Semitic,US,5.611777029404521,6.742666462922025,1.1308894335175044,16.772139623638125,16.772139623638125,-0.18358803392131237,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
llama-3.3-70b-instruct,Libya,ar,African-Islamic,True,Semitic,US,1.5779528982992481,2.180522979854822,0.6025700815555739,27.634200011764733,27.634200011764733,-0.3234363740541456,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
mistral-medium-3.1,Libya,ar,African-Islamic,True,Semitic,Europe,1.7139850607800196,2.928466840392281,1.2144817796122613,41.47159062417713,41.47159062417713,-0.5356579192745926,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
mistral-nemo,Libya,ar,African-Islamic,True,Semitic,Europe,3.8009433880422265,2.928481188575282,-0.8724621994669444,-29.792310186953962,-29.792310186953962,0.26076537297495717,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
phi-3-mini-128k-instruct,Libya,ar,African-Islamic,True,Semitic,US,3.7781014530301733,6.548719340316483,2.7706178872863094,42.3077817708464,42.3077817708464,-0.5500478876151452,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
qwen3-max,Libya,ar,African-Islamic,True,Semitic,China,1.629244118219418,2.869485416982114,1.2402412987626958,43.22173207163668,43.22173207163668,-0.5660165403686909,,IT,,5986.63694851258,0.721,0,False,False,False,True,False,False,False,False,43.0
claude-3-7-sonnet-20250219,Luxembourg,de,Catholic Europe,False,Germanic,US,3.463849684340005,2.5817977143256656,-0.8820519700143392,-34.16425559291815,-34.16425559291815,0.29389465130492765,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
claude-sonnet-4.5,Luxembourg,de,Catholic Europe,False,Germanic,US,3.722648731283331,3.721583864623809,-0.0010648666595223233,-0.028613265164990815,-0.028613265164990815,0.00028609172350979047,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
deepseek-chat,Luxembourg,de,Catholic Europe,False,Germanic,China,1.7758552735137332,3.4902118371608455,1.7143565636471123,49.11898313432104,49.11898313432104,-0.675680281588344,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
deepseek-chat-v3.1,Luxembourg,de,Catholic Europe,False,Germanic,China,4.015254323416219,1.3733620435754774,-2.641892279840741,-192.3667755490541,-192.3667755490541,1.0728389087183068,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
doubao-1-5-pro-32k-250115,Luxembourg,de,Catholic Europe,False,Germanic,China,3.374950218950573,1.9646344819729409,-1.410315736977632,-71.78514629150526,-71.78514629150526,0.5410743605198494,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gemini-2.5-flash,Luxembourg,de,Catholic Europe,False,Germanic,US,1.269780449883396,2.556754491678084,1.2869740417946882,50.336238617498374,50.336238617498374,-0.6998946660760093,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gemini-2.5-pro,Luxembourg,de,Catholic Europe,False,Germanic,US,4.194045270293393,2.9417647307385626,-1.2522805395548304,-42.56902418027262,-42.56902418027262,0.35465607665882687,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gemini-3-pro-preview,Luxembourg,de,Catholic Europe,False,Germanic,US,3.5397364439097405,2.198864926759146,-1.3408715171505947,-60.980167577954546,-60.980167577954546,0.4761109886631302,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gemma-3-4b-it,Luxembourg,de,Catholic Europe,False,Germanic,US,2.0213580011413574,2.293099107100091,0.27174110595873335,11.850386453744854,11.850386453744854,-0.12613466120084257,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gpt-4o,Luxembourg,de,Catholic Europe,False,Germanic,US,2.427320066812542,2.593746682220944,0.16642661540840198,6.41645603054405,6.41645603054405,-0.066315630253475,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gpt-4o-mini,Luxembourg,de,Catholic Europe,False,Germanic,US,4.987766090238523,2.938063412942948,-2.049702677295575,-69.76373172430831,-69.76373172430831,0.5292374709893446,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gpt-5.1,Luxembourg,de,Catholic Europe,False,Germanic,US,3.521253177244515,2.1847154716937305,-1.3365377055507843,-61.17674007749005,-61.17674007749005,0.4773313413500351,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
grok-4.1-fast,Luxembourg,de,Catholic Europe,False,Germanic,US,3.2791527621339505,2.70989265634807,-0.5692601057858804,-21.006740043830067,-21.006740043830067,0.1906760608988749,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
kimi-k2,Luxembourg,de,Catholic Europe,False,Germanic,China,4.376062115327505,3.849897296081093,-0.5261648192464121,-13.666983266852558,-13.666983266852558,0.12810278796231553,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
llama-3.2-3b-instruct,Luxembourg,de,Catholic Europe,False,Germanic,US,1.548299251615218,1.4686806630532048,-0.07961858856201331,-5.4210959921332496,-5.4210959921332496,0.05279258181950527,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
llama-3.3-70b-instruct,Luxembourg,de,Catholic Europe,False,Germanic,US,2.4009229956260203,4.467719970563249,2.066796974937229,46.26066513915074,46.26066513915074,-0.6210249598619109,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
mistral-medium-3.1,Luxembourg,de,Catholic Europe,False,Germanic,Europe,2.986307002996231,3.26787607371408,0.2815690707178491,8.616271375243244,8.616271375243244,-0.09010274717526473,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
mistral-nemo,Luxembourg,de,Catholic Europe,False,Germanic,Europe,3.0167685637563055,3.075789256319375,0.05902069256306941,1.9188795994981844,1.9188795994981844,-0.01937529053242384,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
phi-3-mini-128k-instruct,Luxembourg,de,Catholic Europe,False,Germanic,US,0.8747082318383547,2.5114586408096757,1.636750408971321,65.17130652184042,65.17130652184042,-1.0547286137073897,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
qwen3-max,Luxembourg,de,Catholic Europe,False,Germanic,China,2.6787615124571076,3.21100653500007,0.5322450225429622,16.575644326521143,16.575644326521143,-0.18122988480296842,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
claude-3-7-sonnet-20250219,Luxembourg,fr,Catholic Europe,False,Romance,US,3.463849684340005,2.441012399581646,-1.0228372847583587,-41.90217488996197,-41.90217488996197,0.34996772498054807,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
claude-sonnet-4.5,Luxembourg,fr,Catholic Europe,False,Romance,US,3.722648731283331,2.932531006066385,-0.790117725216946,-26.943201063602316,-26.943201063602316,0.23856956471110988,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
deepseek-chat,Luxembourg,fr,Catholic Europe,False,Romance,China,1.7758552735137332,1.61004301381197,-0.16581225970176328,-10.298622973381491,-10.298622973381491,0.09802125581792714,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
deepseek-chat-v3.1,Luxembourg,fr,Catholic Europe,False,Romance,China,4.015254323416219,0.9390356561284837,-3.076218667287735,-327.59338233976825,-200.0,1.453002516756249,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
doubao-1-5-pro-32k-250115,Luxembourg,fr,Catholic Europe,False,Romance,China,3.374950218950573,1.9646344819729409,-1.410315736977632,-71.78514629150526,-71.78514629150526,0.5410743605198494,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gemini-2.5-flash,Luxembourg,fr,Catholic Europe,False,Romance,US,1.269780449883396,1.025254837602737,-0.24452561228065894,-23.850227603159777,-23.850227603159777,0.21390280767800504,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gemini-2.5-pro,Luxembourg,fr,Catholic Europe,False,Romance,US,4.194045270293393,2.9417647307385626,-1.2522805395548304,-42.56902418027262,-42.56902418027262,0.35465607665882687,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gemini-3-pro-preview,Luxembourg,fr,Catholic Europe,False,Romance,US,3.5397364439097405,3.2102632511344593,-0.3294731927752812,-10.263120716310423,-10.263120716310423,0.09769933002260307,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gemma-3-4b-it,Luxembourg,fr,Catholic Europe,False,Romance,US,2.0213580011413574,2.910736276498616,0.8893782753572586,30.555096404237275,30.555096404237275,-0.36463650183078367,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gpt-4o,Luxembourg,fr,Catholic Europe,False,Romance,US,2.427320066812542,3.6016501862262933,1.1743301194137512,32.60533529615714,32.60533529615714,-0.39460432989973854,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gpt-4o-mini,Luxembourg,fr,Catholic Europe,False,Romance,US,4.987766090238523,2.8398104477163155,-2.1479556425222075,-75.63728925110212,-75.63728925110212,0.5632508260353255,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
gpt-5.1,Luxembourg,fr,Catholic Europe,False,Romance,US,3.521253177244515,2.509471906336571,-1.0117812709079437,-40.318493638168796,-40.318493638168796,0.33874460738836987,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
grok-4.1-fast,Luxembourg,fr,Catholic Europe,False,Romance,US,3.2791527621339505,2.7512843362306847,-0.5278684259032658,-19.18625490473501,-19.18625490473501,0.17551725079242267,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
kimi-k2,Luxembourg,fr,Catholic Europe,False,Romance,China,4.376062115327505,4.449029550985646,0.0729674356581409,1.6400753202903666,1.6400753202903666,-0.016536734401783236,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
llama-3.2-3b-instruct,Luxembourg,fr,Catholic Europe,False,Romance,US,1.548299251615218,0.6482155688231924,-0.9000836827920257,-138.8556100906507,-138.8556100906507,0.8706890414960563,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
llama-3.3-70b-instruct,Luxembourg,fr,Catholic Europe,False,Romance,US,2.4009229956260203,3.335825396649203,0.9349024010231828,28.026119171653324,28.026119171653324,-0.3288668990606008,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
mistral-medium-3.1,Luxembourg,fr,Catholic Europe,False,Romance,Europe,2.986307002996231,2.3085012928641415,-0.6778057101320893,-29.36128787223422,-29.36128787223422,0.2574389849534828,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
mistral-nemo,Luxembourg,fr,Catholic Europe,False,Romance,Europe,3.0167685637563055,3.2489967817317016,0.23222821797539606,7.147689997144885,7.147689997144885,-0.07416001963126705,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
phi-3-mini-128k-instruct,Luxembourg,fr,Catholic Europe,False,Romance,US,0.8747082318383547,1.1057215624160512,0.23101333057769657,20.892540982281478,20.892540982281478,-0.2343630170798026,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
qwen3-max,Luxembourg,fr,Catholic Europe,False,Romance,China,2.6787615124571076,1.6193827139206913,-1.0593787985364163,-65.41868018163241,-65.41868018163241,0.5033095296537806,57.13,,,123719.658915996,0.922,0,False,False,False,False,False,False,False,False,
claude-3-7-sonnet-20250219,Macao,pt,Confucian,False,Romance,US,1.2222537903664459,1.2222537903664459,0.0,0.0,0.0,0.0,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
claude-sonnet-4.5,Macao,pt,Confucian,False,Romance,US,0.9707480678355953,0.9707480678355953,0.0,0.0,0.0,0.0,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
deepseek-chat,Macao,pt,Confucian,False,Romance,China,1.8396673275317394,0.8490795185361297,-0.9905878089956097,-116.66608219492207,-116.66608219492207,0.7731871906679453,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
deepseek-chat-v3.1,Macao,pt,Confucian,False,Romance,China,1.9247940875830034,0.9473324007908331,-0.9774616867921703,-103.18043444689373,-103.18043444689373,0.7089242379095297,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
doubao-1-5-pro-32k-250115,Macao,pt,Confucian,False,Romance,China,2.385566529183653,1.4293814580846094,-0.9561850710990438,-66.89502411625969,-66.89502411625969,0.5121948306718119,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
gemini-2.5-flash,Macao,pt,Confucian,False,Romance,US,0.9659600538873335,1.9619719297684635,0.9960118758811299,50.76585759301212,50.76585759301212,-0.7085828518011956,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
gemini-2.5-pro,Macao,pt,Confucian,False,Romance,US,0.5650355844431495,0.5650355844431495,0.0,0.0,0.0,0.0,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
gemini-3-pro-preview,Macao,pt,Confucian,False,Romance,US,1.7580700204114417,1.7580700204114417,0.0,0.0,0.0,0.0,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
gemma-3-4b-it,Macao,pt,Confucian,False,Romance,US,0.7683721914281977,0.19429344396694537,-0.5740787474612523,-295.4699529434039,-200.0,1.3749046260033686,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
gpt-4o,Macao,pt,Confucian,False,Romance,US,1.6812720953927054,1.6893635599629955,0.008091464570290086,0.4789652601756915,0.4789652601756915,-0.004801159745965077,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
gpt-4o-mini,Macao,pt,Confucian,False,Romance,US,0.9588846976356665,1.0454444102855665,0.08655971264989992,8.279704955929303,8.279704955929303,-0.08642651121255959,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
gpt-5.1,Macao,pt,Confucian,False,Romance,US,1.021553505122876,1.1961082503429699,0.17455474522009395,14.593557495322221,14.593557495322221,-0.15774864887411266,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
grok-4.1-fast,Macao,pt,Confucian,False,Romance,US,2.7915187829663504,2.7970591945082717,0.0055404115419213085,0.19807988164137952,0.19807988164137952,-0.0019827631928409696,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
kimi-k2,Macao,pt,Confucian,False,Romance,China,1.6812720953927054,2.660535126943899,0.9792630315511934,36.806995015173975,36.806995015173975,-0.45897657158067273,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
llama-3.2-3b-instruct,Macao,pt,Confucian,False,Romance,US,0.8059196412983262,1.2716753312729994,0.4657556899746732,36.625361719365316,36.625361719365316,-0.45610643169643,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
llama-3.3-70b-instruct,Macao,pt,Confucian,False,Romance,US,2.259979685848026,1.9858449634239266,-0.2741347224240993,-13.8044372784996,-13.8044372784996,0.12931132684643168,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
mistral-medium-3.1,Macao,pt,Confucian,False,Romance,Europe,0.9677743195045705,1.8396673275317394,0.871893008027169,47.394058424518406,47.394058424518406,-0.6423411149148932,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
mistral-nemo,Macao,pt,Confucian,False,Romance,Europe,1.375130817386572,0.8373054432375671,-0.5378253741490049,-64.23287684234113,-64.23287684234113,0.49611521536280523,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
phi-3-mini-128k-instruct,Macao,pt,Confucian,False,Romance,US,1.8207322481378139,1.9446820112858427,0.12394976314802886,6.373780516747416,6.373780516747416,-0.06585971904725627,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
qwen3-max,Macao,pt,Confucian,False,Romance,China,1.7962913031663237,2.94360337838504,1.1473120752187165,38.97644919296738,38.97644919296738,-0.493910317520211,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
claude-3-7-sonnet-20250219,Macao,zh-cn,Confucian,False,CJK,US,1.2222537903664459,0.8943148121914926,-0.3279389781749533,-36.66929963637171,-36.66929963637171,0.31239395048856067,,PT,Portuguese,40386.0,0.924,1,False,False,False,False,False,True,False,False,
